0	adjusting
1	admiring
2	ailing
3	aiming
4	applauding
5	applying
6	apprehending
7	arching
8	arranging
9	arresting
10	ascending
11	asking
12	assembling
13	attaching
14	attacking
15	autographing
16	baking
17	ballooning
18	bandaging
19	baptizing
20	barbecuing
21	bathing
22	begging
23	betting
24	biking
25	biting
26	blocking
27	blossoming
28	boarding
29	boating
30	bothering
31	bouncing
32	bowing
33	braiding
34	branching
35	brawling
36	breaking
37	brewing
38	browsing
39	brushing
40	bubbling
41	buckling
42	building
43	bulldozing
44	burning
45	burying
46	buttering
47	butting
48	buttoning
49	buying
50	calling
51	calming
52	camouflaging
53	camping
54	caressing
55	carrying
56	carting
57	carving
58	catching
59	celebrating
60	chasing
61	checking
62	cheering
63	cheerleading
64	chewing
65	chiseling
66	chopping
67	circling
68	clapping
69	clawing
70	cleaning
71	clearing
72	clenching
73	climbing
74	clinging
75	clipping
76	coaching
77	colliding
78	coloring
79	combing
80	communicating
81	commuting
82	competing
83	complaining
84	confronting
85	congregating
86	constructing
87	cooking
88	coughing
89	counting
90	covering
91	crafting
92	cramming
93	crashing
94	crawling
95	cresting
96	crouching
97	crowning
98	crushing
99	crying
100	curling
101	curtsying
102	dancing
103	decomposing
104	decorating
105	deflecting
106	descending
107	destroying
108	detaining
109	dialing
110	dining
111	dipping
112	disciplining
113	discussing
114	disembarking
115	displaying
116	dissecting
117	distracting
118	distributing
119	diving
120	docking
121	dousing
122	dragging
123	drawing
124	drenching
125	drinking
126	dripping
127	driving
128	drooling
129	dropping
130	drumming
131	drying
132	ducking
133	dusting
134	dyeing
135	eating
136	educating
137	ejecting
138	embracing
139	emerging
140	emptying
141	encouraging
142	erasing
143	erupting
144	examining
145	exercising
146	exterminating
147	extinguishing
148	falling
149	farming
150	fastening
151	feeding
152	fetching
153	filling
154	filming
155	fishing
156	fixing
157	flaming
158	flapping
159	flexing
160	flicking
161	flinging
162	flipping
163	floating
164	flossing
165	folding
166	foraging
167	fording
168	frisking
169	frowning
170	frying
171	fueling
172	gambling
173	gardening
174	gasping
175	gathering
176	giggling
177	giving
178	glaring
179	glowing
180	gluing
181	gnawing
182	grieving
183	grilling
184	grimacing
185	grinding
186	grinning
187	guarding
188	handcuffing
189	hanging
190	harvesting
191	hauling
192	heaving
193	helping
194	hiking
195	hitchhiking
196	hitting
197	hoeing
198	hoisting
199	hugging
200	hunching
201	hunting
202	hurling
203	igniting
204	ignoring
205	imitating
206	immersing
207	inflating
208	injecting
209	inserting
210	installing
211	instructing
212	intermingling
213	interrogating
214	interviewing
215	jogging
216	juggling
217	jumping
218	kicking
219	kissing
220	kneading
221	kneeling
222	knocking
223	lacing
224	landing
225	lapping
226	lathering
227	laughing
228	launching
229	leading
230	leaking
231	leaning
232	leaping
233	lecturing
234	licking
235	lifting
236	lighting
237	loading
238	locking
239	making
240	manicuring
241	marching
242	mashing
243	massaging
244	measuring
245	mending
246	microwaving
247	milking
248	miming
249	mining
250	misbehaving
251	moistening
252	moisturizing
253	molding
254	mopping
255	mourning
256	mowing
257	nagging
258	nailing
259	nipping
260	nuzzling
261	offering
262	officiating
263	opening
264	operating
265	overflowing
266	packaging
267	packing
268	painting
269	panhandling
270	parachuting
271	parading
272	pasting
273	patting
274	pawing
275	paying
276	pedaling
277	peeing
278	peeling
279	performing
280	perspiring
281	phoning
282	photographing
283	picking
284	piloting
285	pinching
286	pinning
287	pitching
288	placing
289	planting
290	plowing
291	plummeting
292	plunging
293	poking
294	pooing
295	potting
296	pouncing
297	pouring
298	pouting
299	practicing
300	praying
301	preaching
302	pressing
303	pricking
304	protesting
305	providing
306	prowling
307	pruning
308	prying
309	puckering
310	pulling
311	pumping
312	punching
313	punting
314	pushing
315	putting
316	queuing
317	racing
318	rafting
319	raining
320	raking
321	ramming
322	reading
323	rearing
324	reassuring
325	recording
326	recovering
327	recuperating
328	rehabilitating
329	releasing
330	repairing
331	resting
332	restraining
333	retrieving
334	riding
335	rinsing
336	rocking
337	rotting
338	rowing
339	rubbing
340	running
341	saluting
342	saying
343	scolding
344	scooping
345	scoring
346	scraping
347	scratching
348	scrubbing
349	sealing
350	selling
351	serving
352	sewing
353	shaking
354	sharpening
355	shaving
356	shearing
357	shelling
358	shelving
359	shivering
360	shooting
361	shopping
362	shouting
363	shoveling
364	shredding
365	shrugging
366	shushing
367	signaling
368	signing
369	singing
370	sitting
371	skating
372	sketching
373	skidding
374	skiing
375	skipping
376	slapping
377	sleeping
378	slicing
379	sliding
380	slipping
381	slithering
382	slouching
383	smashing
384	smearing
385	smelling
386	smiling
387	sneezing
388	sniffing
389	snowing
390	snuggling
391	soaking
392	soaring
393	socializing
394	sowing
395	spanking
396	speaking
397	spearing
398	spilling
399	spinning
400	spitting
401	splashing
402	spoiling
403	spraying
404	spreading
405	sprinkling
406	sprinting
407	sprouting
408	spying
409	squeezing
410	squinting
411	stacking
412	stampeding
413	standing
414	stapling
415	staring
416	steering
417	stinging
418	stirring
419	stitching
420	stooping
421	storming
422	strapping
423	stretching
424	striking
425	stripping
426	stroking
427	studying
428	stuffing
429	stumbling
430	subduing
431	submerging
432	sucking
433	surfing
434	swarming
435	sweeping
436	swimming
437	swinging
438	swooping
439	tackling
440	talking
441	taping
442	tasting
443	tattooing
444	taxiing
445	teaching
446	tearing
447	telephoning
448	throwing
449	tickling
450	tilling
451	tilting
452	tipping
453	towing
454	training
455	trimming
456	tripping
457	tugging
458	tuning
459	turning
460	twirling
461	twisting
462	tying
